name,num_years,year,industry,sector,country,headquarters_state,headquarters_city,market_value_mil,market_value_currency,revenue_mil,revenue_currency,profit_mil,profit_currency,asset_mil,asset_currency,employees,employees_metric
Baxter International Inc.,16,2014,Medical Products and Equipment,,USA,IL,,39802.0,USD,15259.0,USD,2012.0,USD,25869.0,USD,,employees
Baxter International Inc.,16,2013,Medical Products and Equipment,,USA,IL,,3965.63,USD,141.9,USD,2326.0,USD,203.9,USD,,employees
Baxter International Inc.,16,2012,Medical Products and Equipment,,USA,IL,Deerfield,,USD,13893.0,USD,,USD,,USD,,employees
"Becton, Dickinson and Company",19,2014,Medical Products and Equipment,,USA,NJ,,22598.0,USD,8074.0,USD,1293.0,USD,12149.0,USD,,employees
"Becton, Dickinson and Company",19,2013,Medical Products and Equipment,,USA,NJ,,1854.46,USD,794.68,USD,1169.9,USD,1136.09,USD,,employees
"Becton, Dickinson and Company",19,2012,Medical Products and Equipment,,USA,NJ,Franklin Lakes,,USD,7832.1,USD,,USD,,USD,,employees
BellSouth Corporation,11,2006,Telecommunications,,USA,GA,,,USD,20613.0,USD,,USD,,USD,,employees
BellSouth Corporation,11,2005,Telecommunications,,USA,GA,,,USD,22729.0,USD,,USD,,USD,,employees
BellSouth Corporation,11,2004,Telecommunications,,USA,GA,,,USD,22635.0,USD,,USD,,USD,,employees
Berkshire Hathaway,10,2023,Insurance: Property and Casualty (Stock),Financials,USA,NE,Omaha,675657.0,USD,302089.0,USD,22819.0,USD,948452.0,USD,383000.0,employees
Berkshire Hathaway,10,2022,Insurance: Property and Casualty (Stock),Financials,USA,NE,Omaha,779542.0,USD,276094.0,USD,89795.0,USD,958784.0,USD,372000.0,employees
Berkshire Hathaway,10,2021,Insurance: Property and Casualty (Stock),Financials,USA,NE,Omaha,587823.0,USD,245510.0,USD,42521.0,USD,873729.0,USD,360000.0,employees
Berkshire Hathaway Inc.,17,2013,Insurance: Property and Casualty (Stock),,USA,NE,,256768.0,USD,162463.0,USD,14824.0,USD,427452.0,USD,,employees
Berkshire Hathaway Inc.,17,2012,Insurance: Property and Casualty (Stock),,USA,NE,Omaha,,USD,143688.0,USD,,USD,,USD,,employees
Berkshire Hathaway Inc.,17,2011,Insurance: Property and Casualty (Stock),,USA,NE,Omaha,,USD,136185.0,USD,,USD,,USD,,employees
Best Buy,9,2023,Specialty Retailers: Other,Retailing,USA,MN,Richfield,17066.0,USD,46298.0,USD,1419.0,USD,15803.0,USD,71100.0,employees
Best Buy,9,2022,Specialty Retailers: Other,Retailing,USA,MN,Richfield,20473.0,USD,51761.0,USD,2454.0,USD,17504.0,USD,81375.0,employees
Best Buy,9,2021,Specialty Retailers: Other,Retailing,USA,MN,Richfield,28708.0,USD,47262.0,USD,1798.0,USD,19067.0,USD,81600.0,employees
Best Buy Co. Inc.,16,2011,Specialty Retailers: Other,,USA,MN,Richfield,,USD,49694.0,USD,,USD,,USD,,employees
Best Buy Co. Inc.,16,2010,Specialty Retailers,,USA,MN,Richfield,,USD,45015.0,USD,,USD,,USD,,employees
Best Buy Co. Inc.,16,2009,Specialty Retailers,,USA,MN,Richfield,,USD,40023.0,USD,,USD,,USD,,employees
"Big Lots, Inc.",13,2014,Specialty Retailers: Other,,USA,OH,,2202.0,USD,5302.0,USD,125.0,USD,1740.0,USD,,employees
"Big Lots, Inc.",13,2013,Specialty Retailers: Other,,USA,OH,,204.36,USD,540.01,USD,177.1,USD,175.36,USD,,employees
"Big Lots, Inc.",13,2012,Specialty Retailers: Other,,USA,OH,Columbus,,USD,5202.3,USD,,USD,,USD,,employees
Boeing,11,2023,Aerospace & Defense,Aerospace & Defense,USA,VA,Arlington,127283.0,USD,66608.0,USD,4935.0,USD,137100.0,USD,156000.0,employees
Boeing,11,2022,Aerospace & Defense,Aerospace & Defense,USA,IL,Chicago,113059.0,USD,62286.0,USD,4202.0,USD,138552.0,USD,142000.0,employees
Boeing,11,2021,Aerospace & Defense,Aerospace & Defense,USA,IL,Chicago,148665.0,USD,58158.0,USD,11873.0,USD,152136.0,USD,141000.0,employees
BorgWarner,9,2023,Motor Vehicles & Parts,Motor Vehicles & Parts,USA,MI,Auburn Hills,11481.0,USD,15801.0,USD,944.0,USD,16994.0,USD,52700.0,employees
BorgWarner,9,2022,Motor Vehicles & Parts,Motor Vehicles & Parts,USA,MI,Auburn Hills,9335.0,USD,14838.0,USD,537.0,USD,16575.0,USD,49300.0,employees
BorgWarner,9,2021,Motor Vehicles & Parts,Motor Vehicles & Parts,USA,MI,Auburn Hills,11081.0,USD,10165.0,USD,500.0,USD,16029.0,USD,49700.0,employees
Boston Scientific Corporation,13,2014,Medical Products and Equipment,,USA,MA,,17903.0,USD,7143.0,USD,-121.0,USD,16571.0,USD,,employees
Boston Scientific Corporation,13,2013,Medical Products and Equipment,,USA,MA,,1060.15,USD,72.49,USD,-4068.0,USD,171.54,USD,,employees
Boston Scientific Corporation,13,2012,Medical Products and Equipment,,USA,MA,Natick,,USD,7622.0,USD,,USD,,USD,,employees
Bristol-Myers Squibb Company,19,2014,Pharmaceuticals,,USA,NY,,85729.0,USD,16385.0,USD,2563.0,USD,38592.0,USD,,employees
Bristol-Myers Squibb Company,19,2013,Pharmaceuticals,,USA,NY,,6744.26,USD,176.21,USD,1960.0,USD,358.97,USD,,employees
Bristol-Myers Squibb Company,19,2012,Pharmaceuticals,,USA,NY,New York,,USD,21244.0,USD,,USD,,USD,,employees
Brunswick Corporation,14,2009,Transportation Equipment,,USA,IL,Lake Forest,,USD,4708.7,USD,,USD,,USD,,employees
Brunswick Corporation,14,2008,Transportation Equipment,,USA,IL,Lake Forest,,USD,5770.9,USD,,USD,,USD,,employees
Brunswick Corporation,14,2007,Transportation Equipment,,USA,IL,Lake Forest,,USD,5971.3,USD,,USD,,USD,,employees
CBRE Group,9,2023,Real Estate,Financials,USA,TX,Dallas,22563.0,USD,30828.0,USD,1407.0,USD,20513.0,USD,115000.0,employees
CBRE Group,9,2022,Real Estate,Financials,USA,TX,Dallas,30414.0,USD,27746.0,USD,1837.0,USD,22074.0,USD,105000.0,employees
CBRE Group,9,2021,Real Estate,Financials,USA,TX,Dallas,26549.0,USD,23826.0,USD,752.0,USD,18039.0,USD,100000.0,employees
CBS Corporation,12,2014,Entertainment,,USA,NY,,36670.0,USD,15685.0,USD,1879.0,USD,26387.0,USD,,employees
CBS Corporation,12,2013,Entertainment,,USA,NY,,2937.55,USD,146.77,USD,1574.0,USD,264.66,USD,,employees
CBS Corporation,12,2012,Entertainment,,USA,NY,New York,,USD,14245.0,USD,,USD,,USD,,employees
CHS Inc.,11,2014,Wholesalers: Food and Grocery,,USA,MN,,,USD,44480.0,USD,992.0,USD,13504.0,USD,,employees
CHS Inc.,11,2013,Wholesalers: Food and Grocery,,USA,MN,,,USD,40599.3,USD,1260.6,USD,13423.2,USD,,employees
CHS Inc.,11,2012,Wholesalers: Food and Grocery,,USA,MN,Inver Grove Heights,,USD,36915.8,USD,,USD,,USD,,employees
CIGNA Corporation,18,2014,Health Care: Insurance and Managed Care,,USA,CT,,22727.0,USD,32380.0,USD,1476.0,USD,54336.0,USD,,employees
CIGNA Corporation,18,2013,Health Care: Insurance and Managed Care,,USA,CT,,178.35,USD,291.19,USD,1623.0,USD,537.34,USD,,employees
CIGNA Corporation,18,2012,Health Care: Insurance and Managed Care,,USA,CT,Bloomfield,,USD,21998.0,USD,,USD,,USD,,employees
"CIT Group, Inc.",9,2011,Commercial Banks,,USA,NY,New York,,USD,6362.5,USD,,USD,,USD,,employees
"CIT Group, Inc.",9,2009,Commercial Banks,,USA,NY,New York,,USD,6228.9,USD,,USD,,USD,,employees
"CIT Group, Inc.",9,2008,Diversified Financials,,USA,NY,New York,,USD,8605.0,USD,,USD,,USD,,employees
CMS Energy Corporation,19,2014,Utilities: Gas and Electric,,USA,MI,,7823.0,USD,6566.0,USD,452.0,USD,17416.0,USD,,employees
CMS Energy Corporation,19,2013,Utilities: Gas and Electric,,USA,MI,,743.02,USD,62.53,USD,382.0,USD,171.31,USD,,employees
CMS Energy Corporation,19,2012,Utilities: Gas and Electric,,USA,MI,Jackson,,USD,6503.0,USD,,USD,,USD,,employees
CSX,13,2023,Railroads,Transportation,USA,FL,Jacksonville,61330.0,USD,14853.0,USD,4166.0,USD,41912.0,USD,22542.0,employees
CSX,13,2022,Railroads,Transportation,USA,FL,Jacksonville,81588.0,USD,12522.0,USD,3781.0,USD,40531.0,USD,20919.0,employees
CSX,13,2021,Railroads,Transportation,USA,FL,Jacksonville,73231.0,USD,10583.0,USD,2765.0,USD,39793.0,USD,19282.0,employees
CSX Corporation,15,2014,Railroads,,USA,FL,,29189.0,USD,12026.0,USD,1864.0,USD,31782.0,USD,,employees
CSX Corporation,15,2013,Railroads,,USA,FL,,2514.22,USD,117.56,USD,1859.0,USD,305.71,USD,,employees
CSX Corporation,15,2012,Railroads,,USA,FL,Jacksonville,,USD,11743.0,USD,,USD,,USD,,employees
CVS Corporation,10,2006,Food & Drug Stores,,USA,RI,,,USD,37006.2,USD,,USD,,USD,,employees
CVS Corporation,10,2005,Food & Drug Stores,,USA,RI,,,USD,30594.3,USD,,USD,,USD,,employees
CVS Corporation,10,2004,Food & Drug Stores,,USA,RI,,,USD,26588.0,USD,,USD,,USD,,employees
Cablevision Systems Corporation,10,2014,Telecommunications,,USA,NY,,4515.0,USD,6522.0,USD,466.0,USD,6591.0,USD,,employees
Cablevision Systems Corporation,10,2013,Telecommunications,,USA,NY,,396.14,USD,670.55,USD,233.5,USD,724.62,USD,,employees
Cablevision Systems Corporation,10,2012,Telecommunications,,USA,NY,Bethpage,,USD,7252.3,USD,,USD,,USD,,employees
Calpine Corporation,13,2014,Energy,,USA,TX,,8843.0,USD,6301.0,USD,14.0,USD,16559.0,USD,,employees
Calpine Corporation,13,2013,Energy,,USA,TX,,939.85,USD,54.78,USD,199.0,USD,165.49,USD,,employees
Calpine Corporation,13,2012,Energy,,USA,TX,Houston,,USD,6800.0,USD,,USD,,USD,,employees
Campbell Soup,9,2023,Food Consumer Products,"Food, Beverages & Tobacco",USA,NJ,Camden,16465.0,USD,8562.0,USD,757.0,USD,11892.0,USD,14700.0,employees
Campbell Soup,9,2022,Food Consumer Products,"Food, Beverages & Tobacco",USA,NJ,Camden,13447.0,USD,8476.0,USD,1002.0,USD,11734.0,USD,14100.0,employees
Campbell Soup,9,2021,Food Consumer Products,"Food, Beverages & Tobacco",USA,NJ,Camden,15232.0,USD,9050.0,USD,1628.0,USD,12372.0,USD,14500.0,employees
Campbell Soup Co.,10,2010,Food Consumer Products,,USA,NJ,Camden,,USD,7586.0,USD,,USD,,USD,,employees
Campbell Soup Co.,10,2009,Food Consumer Products,,USA,NJ,Camden,,USD,8391.0,USD,,USD,,USD,,employees
Campbell Soup Co.,10,2008,Food Consumer Products,,USA,NJ,Camden,,USD,7883.0,USD,,USD,,USD,,employees
Campbell Soup Company,9,2014,Food Consumer Products,,USA,NJ,,14080.0,USD,8584.0,USD,458.0,USD,8323.0,USD,,employees
Campbell Soup Company,9,2013,Food Consumer Products,,USA,NJ,,1425.09,USD,77.07,USD,774.0,USD,65.3,USD,,employees
Campbell Soup Company,9,2012,Food Consumer Products,,USA,NJ,Camden,,USD,7719.0,USD,,USD,,USD,,employees
Capital One Financial,9,2023,Commercial Banks,Financials,USA,VA,McLean,36776.0,USD,38373.0,USD,7360.0,USD,455249.0,USD,55943.0,employees
Capital One Financial,9,2022,Commercial Banks,Financials,USA,VA,McLean,53260.0,USD,32033.0,USD,12390.0,USD,432381.0,USD,50767.0,employees
Capital One Financial,9,2021,Commercial Banks,Financials,USA,VA,McLean,58097.0,USD,31643.0,USD,2714.0,USD,421602.0,USD,51985.0,employees
Capital One Financial Corporation,15,2014,Commercial Banks,,USA,VA,,44198.0,USD,24176.0,USD,4159.0,USD,297048.0,USD,,employees
Capital One Financial Corporation,15,2013,Commercial Banks,,USA,VA,,3199.46,USD,237.71,USD,3517.0,USD,3129.18,USD,,employees
Capital One Financial Corporation,15,2012,Commercial Banks,,USA,VA,McLean,,USD,18525.0,USD,,USD,,USD,,employees
"CarMax, Inc.",11,2014,"Automotive Retailing, Services",,USA,VA,,10446.0,USD,11458.0,USD,434.0,USD,9889.0,USD,,employees
"CarMax, Inc.",11,2013,"Automotive Retailing, Services",,USA,VA,,951.47,USD,1045.38,USD,413.8,USD,833.15,USD,,employees
"CarMax, Inc.",11,2012,"Automotive Retailing, Services",,USA,VA,Richmond,,USD,9402.2,USD,,USD,,USD,,employees
Cardinal Health,10,2023,Wholesalers: Health Care,Health Care,USA,OH,Dublin,19452.0,USD,181364.0,USD,933.0,USD,43878.0,USD,46035.0,employees
Cardinal Health,10,2022,Wholesalers: Health Care,Health Care,USA,OH,Dublin,15709.0,USD,162467.0,USD,611.0,USD,44453.0,USD,46827.0,employees
Cardinal Health,10,2021,Wholesalers: Health Care,Health Care,USA,OH,Dublin,17840.0,USD,152922.0,USD,3696.0,USD,40766.0,USD,48000.0,employees
"Cardinal Health, Inc.",18,2013,Wholesalers: Health Care,,USA,OH,,14186.6,USD,107552.0,USD,1069.0,USD,24260.0,USD,,employees
"Cardinal Health, Inc.",18,2012,Wholesalers: Health Care,,USA,OH,Dublin,,USD,102644.2,USD,,USD,,USD,,employees
"Cardinal Health, Inc.",18,2011,Wholesalers: Health Care,,USA,OH,Dublin,,USD,98601.9,USD,,USD,,USD,,employees
Caterpillar,10,2023,Construction and Farm Machinery,Industrials,USA,TX,Irving,118161.0,USD,59427.0,USD,6705.0,USD,81943.0,USD,109100.0,employees
Caterpillar,10,2022,Construction and Farm Machinery,Industrials,USA,IL,Deerfield,119407.0,USD,50971.0,USD,6489.0,USD,82793.0,USD,107700.0,employees
Caterpillar,10,2021,Construction and Farm Machinery,Industrials,USA,IL,Deerfield,126440.0,USD,41748.0,USD,2998.0,USD,78324.0,USD,97300.0,employees
"Caterpillar, Inc.",13,2008,Industrial and Farm Equipment,,USA,IL,Peoria,,USD,44958.0,USD,,USD,,USD,,employees
"Caterpillar, Inc.",13,2007,Industrial and Farm Equipment,,USA,IL,Peoria,,USD,41517.0,USD,,USD,,USD,,employees
"Caterpillar, Inc.",13,2006,Industrial and Farm Equipment,,USA,IL,,,USD,36339.0,USD,,USD,,USD,,employees
Centene,9,2023,Health Care: Insurance and Managed Care,Health Care,USA,MO,St. Louis,34810.0,USD,144547.0,USD,1202.0,USD,76870.0,USD,74300.0,employees
Centene,9,2022,Health Care: Insurance and Managed Care,Health Care,USA,MO,St. Louis,49072.0,USD,125982.0,USD,1347.0,USD,78375.0,USD,72500.0,employees
Centene,9,2021,Health Care: Insurance and Managed Care,Health Care,USA,MO,St. Louis,37170.0,USD,111115.0,USD,1808.0,USD,68719.0,USD,71300.0,employees
CenterPoint Energy,9,2023,Utilities: Gas and Electric,Energy,USA,TX,Houston,18589.0,USD,9321.0,USD,1057.0,USD,38546.0,USD,8986.0,employees
CenterPoint Energy,9,2022,Utilities: Gas and Electric,Energy,USA,TX,Houston,19286.0,USD,8352.0,USD,1486.0,USD,37679.0,USD,9418.0,employees
CenterPoint Energy,9,2021,Utilities: Gas and Electric,Energy,USA,TX,Houston,12493.0,USD,8835.0,USD,773.0,USD,33471.0,USD,9541.0,employees
"CenterPoint Energy, Inc.",12,2014,Utilities: Gas and Electric,,USA,TX,,10159.0,USD,8106.0,USD,311.0,USD,21870.0,USD,,employees
"CenterPoint Energy, Inc.",12,2013,Utilities: Gas and Electric,,USA,TX,,102.47,USD,74.52,USD,417.0,USD,228.71,USD,,employees
"CenterPoint Energy, Inc.",12,2012,Utilities: Gas and Electric,,USA,TX,Houston,,USD,8450.0,USD,,USD,,USD,,employees
Centex Corporation,14,2009,Homebuilders,,USA,TX,Dallas,,USD,8405.7,USD,,USD,,USD,,employees
Centex Corporation,14,2008,Homebuilders,,USA,TX,Dallas,,USD,14292.7,USD,,USD,,USD,,employees
Centex Corporation,14,2007,Homebuilders,,USA,TX,Dallas,,USD,15465.1,USD,,USD,,USD,,employees
Charter Communications,9,2023,Telecommunications,Telecommunications,USA,CT,Stamford,60477.0,USD,54022.0,USD,5055.0,USD,144523.0,USD,101700.0,employees
Charter Communications,9,2022,Telecommunications,Telecommunications,USA,CT,Stamford,112803.0,USD,51682.0,USD,4654.0,USD,142491.0,USD,93700.0,employees
Charter Communications,9,2021,Telecommunications,Telecommunications,USA,CT,Stamford,128966.0,USD,48097.0,USD,3222.0,USD,144206.0,USD,96100.0,employees
"Charter Communications, Inc.",14,2014,Telecommunications,,USA,CT,,13077.0,USD,8155.0,USD,-169.0,USD,17295.0,USD,,employees
"Charter Communications, Inc.",14,2013,Telecommunications,,USA,CT,,1054.08,USD,75.04,USD,-304.0,USD,155.99,USD,,employees
"Charter Communications, Inc.",14,2012,Telecommunications,,USA,MO,St. Louis,,USD,7204.0,USD,,USD,,USD,,employees
Chesapeake Energy Corporation,9,2014,"Mining, Crude-Oil Production",,USA,OK,,17068.0,USD,17506.0,USD,724.0,USD,41782.0,USD,,employees
Chesapeake Energy Corporation,9,2013,"Mining, Crude-Oil Production",,USA,OK,,1362.51,USD,123.16,USD,-769.0,USD,416.11,USD,,employees
Chesapeake Energy Corporation,9,2012,"Mining, Crude-Oil Production",,USA,OK,Oklahoma City,,USD,11635.0,USD,,USD,,USD,,employees
Chevron,10,2023,Petroleum Refining,Energy,USA,CA,San Ramon,311093.0,USD,246252.0,USD,35465.0,USD,257709.0,USD,43846.0,employees
Chevron,10,2022,Petroleum Refining,Energy,USA,CA,San Ramon,317120.0,USD,162465.0,USD,15625.0,USD,239535.0,USD,42595.0,employees
Chevron,10,2021,Petroleum Refining,Energy,USA,CA,San Ramon,201865.0,USD,94692.0,USD,5543.0,USD,239790.0,USD,47736.0,employees
Chevron Corporation,14,2013,Petroleum Refining,,USA,CA,,230831.4,USD,233899.0,USD,26179.0,USD,232982.0,USD,,employees
Chevron Corporation,14,2012,Petroleum Refining,,USA,CA,San Ramon,,USD,245621.0,USD,,USD,,USD,,employees
Chevron Corporation,14,2011,Petroleum Refining,,USA,CA,San Ramon,,USD,196337.0,USD,,USD,,USD,,employees
"Circuit City Stores, Inc.",13,2009,Specialty Retailers,,USA,VA,Richmond,,USD,11743.7,USD,,USD,,USD,,employees
"Circuit City Stores, Inc.",13,2008,Specialty Retailers,,USA,VA,Richmond,,USD,12429.8,USD,,USD,,USD,,employees
"Circuit City Stores, Inc.",13,2007,Specialty Retailers,,USA,VA,Richmond,,USD,11597.7,USD,,USD,,USD,,employees
"Cisco Systems, Inc.",18,2014,Network and Other Communications Equipment,,USA,CA,,115466.0,USD,48607.0,USD,9983.0,USD,101191.0,USD,,employees
"Cisco Systems, Inc.",18,2013,Network and Other Communications Equipment,,USA,CA,,111411.6,USD,46061.0,USD,8041.0,USD,91759.0,USD,,employees
"Cisco Systems, Inc.",18,2012,Network and Other Communications Equipment,,USA,CA,San Jose,,USD,43218.0,USD,,USD,,USD,,employees
Citigroup,10,2023,Commercial Banks,Financials,USA,NY,New York,91270.0,USD,101078.0,USD,14845.0,USD,2416676.0,USD,238104.0,employees
Citigroup,10,2022,Commercial Banks,Financials,USA,NY,New York,105330.0,USD,79865.0,USD,21952.0,USD,2291413.0,USD,221768.0,employees
Citigroup,10,2021,Commercial Banks,Financials,USA,NY,New York,151806.0,USD,88839.0,USD,11047.0,USD,2260090.0,USD,210153.0,employees
"Citigroup, Inc.",13,2011,Commercial Banks,,USA,NY,New York,,USD,111055.0,USD,,USD,,USD,,employees
"Citigroup, Inc.",13,2010,Commercial Banks,,USA,NY,New York,,USD,108785.0,USD,,USD,,USD,,employees
"Citigroup, Inc.",13,2009,Commercial Banks,,USA,NY,New York,,USD,112372.0,USD,,USD,,USD,,employees
"Coca-Cola Enterprises, Inc.",15,2014,Beverages,,USA,GA,,12104.0,USD,7657.0,USD,667.0,USD,9525.0,USD,,employees
"Coca-Cola Enterprises, Inc.",15,2013,Beverages,,USA,GA,,1030.69,USD,75.62,USD,677.0,USD,95.1,USD,,employees
"Coca-Cola Enterprises, Inc.",15,2012,Beverages,,USA,GA,Atlanta,,USD,7939.0,USD,,USD,,USD,,employees
Colgate-Palmolive Company,19,2014,Household and Personal Products,,USA,NY,,59611.0,USD,17420.0,USD,2241.0,USD,13876.0,USD,,employees
Colgate-Palmolive Company,19,2013,Household and Personal Products,,USA,NY,,5520.22,USD,170.85,USD,2472.0,USD,133.94,USD,,employees
Colgate-Palmolive Company,19,2012,Household and Personal Products,,USA,NY,New York,,USD,16734.0,USD,,USD,,USD,,employees
Comcast,10,2023,Telecommunications,Telecommunications,USA,PA,Philadelphia,159831.0,USD,121427.0,USD,5370.0,USD,257275.0,USD,186000.0,employees
Comcast,10,2022,Telecommunications,Telecommunications,USA,PA,Philadelphia,212246.0,USD,116385.0,USD,14159.0,USD,275905.0,USD,189000.0,employees
Comcast,10,2021,Telecommunications,Telecommunications,USA,PA,Philadelphia,247859.0,USD,103564.0,USD,10534.0,USD,273869.0,USD,168000.0,employees
Comcast Corporation,18,2013,Telecommunications,,USA,PA,,110805.9,USD,62570.0,USD,6203.0,USD,164971.0,USD,,employees
Comcast Corporation,18,2012,Telecommunications,,USA,PA,Philadelphia,,USD,55842.0,USD,,USD,,USD,,employees
Comcast Corporation,18,2011,Telecommunications,,USA,PA,Philadelphia,,USD,37937.0,USD,,USD,,USD,,employees
Commercial Metals Company,10,2014,Metals,,USA,TX,,2214.0,USD,7047.0,USD,77.0,USD,3495.0,USD,,employees
Commercial Metals Company,10,2013,Metals,,USA,TX,,184.67,USD,78.59,USD,207.5,USD,344.12,USD,,employees
Commercial Metals Company,10,2012,Metals,,USA,TX,Irving,,USD,7919.8,USD,,USD,,USD,,employees
Computer Sciences Corporation,19,2014,Information Technology Services,,USA,VA,,8861.0,USD,15388.0,USD,961.0,USD,11251.0,USD,,employees
Computer Sciences Corporation,19,2013,Information Technology Services,,USA,VA,,75.56,USD,158.77,USD,-4242.0,USD,111.89,USD,,employees
Computer Sciences Corporation,19,2012,Information Technology Services,,USA,VA,Falls Church,,USD,16144.0,USD,,USD,,USD,,employees
"ConAgra Foods, Incorporated",10,2010,Food Consumer Products,,USA,NE,Omaha,,USD,12980.8,USD,,USD,,USD,,employees
"ConAgra Foods, Incorporated",10,2009,Food Consumer Products,,USA,NE,Omaha,,USD,13808.7,USD,,USD,,USD,,employees
"ConAgra Foods, Incorporated",10,2008,Food Consumer Products,,USA,NE,Omaha,,USD,12755.8,USD,,USD,,USD,,employees
ConocoPhillips,21,2023,"Mining, Crude-Oil Production",Energy,USA,TX,Houston,120777.0,USD,82156.0,USD,18680.0,USD,93829.0,USD,9500.0,employees
ConocoPhillips,21,2022,"Mining, Crude-Oil Production",Energy,USA,TX,Houston,129605.0,USD,48349.0,USD,8079.0,USD,90661.0,USD,9900.0,employees
ConocoPhillips,21,2021,"Mining, Crude-Oil Production",Energy,USA,TX,Houston,71623.0,USD,19256.0,USD,2701.0,USD,62618.0,USD,9700.0,employees
"Conseco, Inc.",13,2010,"Insurance: Life, Health (Stock)",,USA,IN,Carmel,,USD,4341.4,USD,,USD,,USD,,employees
"Conseco, Inc.",13,2007,"Insurance: Life, Health (Stock)",,USA,IN,Carmel,,USD,4467.4,USD,,USD,,USD,,employees
"Conseco, Inc.",13,2006,"Insurance: Life, Health (Stock)",,USA,IN,,,USD,4326.5,USD,,USD,,USD,,employees
"Consolidated Edison, Inc.",17,2014,Utilities: Gas and Electric,,USA,NY,,15714.0,USD,12354.0,USD,1062.0,USD,40647.0,USD,,employees
